age,marital,address,income,inccat,ed,employ,retire,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
61,Unmarried,9,40,$25 - $49,Some college,11,No,Female,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
38,Unmarried,16,26,$25 - $49,High school degree,7,No,Male,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
36,Married,15,21,Under $25,Did not complete high school,0,No,Female,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
24,Unmarried,1,26,$25 - $49,Did not complete high school,8,No,Female,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
42,Unmarried,7,39,$25 - $49,High school degree,10,No,Male,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
32,Unmarried,5,27,$25 - $49,College degree,5,No,Male,1,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No
33,Unmarried,14,25,$25 - $49,Did not complete high school,3,No,Female,3,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
45,Married,8,32,$25 - $49,High school degree,6,No,Female,5,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
54,Unmarried,0,39,$25 - $49,High school degree,2,No,Male,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
57,Unmarried,32,151,$75+,Did not complete high school,39,No,Male,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
37,Married,6,48,$25 - $49,College degree,2,No,Male,5,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
57,Married,8,51,$50 - $74,Some college,3,No,Male,2,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
67,Married,37,21,Under $25,Did not complete high school,4,No,Male,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
31,Married,1,39,$25 - $49,High school degree,2,No,Female,4,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
67,Married,14,124,$75+,College degree,40,No,Female,3,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
58,Married,29,32,$25 - $49,Did not complete high school,9,No,Male,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
50,Married,15,102,$75+,High school degree,31,No,Male,2,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
32,Married,0,31,$25 - $49,Did not complete high school,9,No,Female,3,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
30,Unmarried,11,58,$50 - $74,Did not complete high school,14,No,Female,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
27,Unmarried,4,22,Under $25,Did not complete high school,8,No,Male,2,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
19,Unmarried,0,20,Under $25,High school degree,0,No,Male,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
31,Unmarried,11,28,$25 - $49,High school degree,1,No,Male,1,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
49,Married,15,45,$25 - $49,Some college,16,No,Female,4,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
38,Married,7,29,$25 - $49,Some college,2,No,Male,4,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
32,Married,12,59,$50 - $74,College degree,1,No,Female,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
41,Unmarried,3,181,$75+,Some college,18,No,Female,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
35,Married,13,37,$25 - $49,High school degree,9,No,Male,6,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
26,Unmarried,3,26,$25 - $49,Some college,3,No,Female,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
18,Married,0,14,Under $25,High school degree,0,No,Male,3,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
37,Married,18,56,$50 - $74,Some college,8,No,Female,2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
54,Married,32,49,$25 - $49,High school degree,19,No,Male,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
52,Married,22,706,$75+,High school degree,31,No,Male,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
40,Unmarried,5,57,$50 - $74,College degree,4,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
34,Married,1,31,$25 - $49,High school degree,3,No,Female,4,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
27,Married,6,23,Under $25,College degree,0,No,Female,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
42,Married,19,126,$75+,College degree,13,No,Male,6,Yes,No,No,No,Does not know,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
56,Married,18,108,$75+,Did not complete high school,23,No,Male,2,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
50,Married,31,44,$25 - $49,College degree,6,No,Male,2,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
28,Unmarried,1,31,$25 - $49,Some college,0,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
49,Unmarried,12,101,$75+,Did not complete high school,20,No,Female,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
56,Married,1,167,$75+,Did not complete high school,32,No,Male,3,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
51,Married,12,198,$75+,High school degree,28,No,Male,2,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
33,Married,0,50,$50 - $74,Some college,10,No,Female,4,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
32,Married,8,85,$75+,Post-undergraduate degree,1,No,Male,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
60,Married,1,269,$75+,College degree,21,No,Male,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
40,Married,8,55,$50 - $74,Some college,11,No,Male,4,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
37,Unmarried,10,90,$75+,Did not complete high school,16,No,Female,2,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
36,Married,1,52,$50 - $74,High school degree,7,No,Female,4,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
48,Unmarried,5,49,$25 - $49,College degree,13,No,Male,1,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
37,Married,8,32,$25 - $49,Did not complete high school,13,No,Male,5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
55,Married,19,39,$25 - $49,High school degree,24,Yes,Female,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
56,Married,36,112,$75+,High school degree,21,No,Male,4,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
23,Married,4,42,$25 - $49,College degree,0,No,Female,5,No,No,Yes,No,Does not know,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
47,Married,19,66,$50 - $74,Some college,16,No,Female,2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
49,Married,19,195,$75+,College degree,7,No,Female,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
54,Married,28,43,$25 - $49,Did not complete high school,12,No,Female,2,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
57,Married,17,34,$25 - $49,Some college,3,No,Female,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
45,Married,22,62,$50 - $74,High school degree,11,No,Female,5,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
25,Unmarried,5,45,$25 - $49,High school degree,4,No,Male,3,No,No,Yes,No,No Answer,Yes,No,Yes,Yes,Yes,No,No,No,No,No
53,Married,5,61,$50 - $74,Some college,18,No,Male,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
47,Unmarried,23,43,$25 - $49,Some college,13,No,Male,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
33,Married,14,45,$25 - $49,High school degree,8,No,Female,3,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
22,Unmarried,0,16,Under $25,Did not complete high school,4,No,Female,1,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
23,Unmarried,4,24,Under $25,Some college,0,No,Male,2,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
34,Unmarried,14,26,$25 - $49,Did not complete high school,6,No,Female,1,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
36,Married,7,112,$75+,Some college,6,No,Male,5,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
48,Unmarried,26,160,$75+,College degree,18,No,Female,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
49,Married,10,262,$75+,Some college,24,No,Male,5,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
45,Unmarried,10,130,$75+,High school degree,25,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
40,Unmarried,4,36,$25 - $49,College degree,3,No,Female,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
36,Unmarried,17,46,$25 - $49,College degree,10,No,Female,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
31,Married,1,22,Under $25,College degree,3,No,Male,3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
57,Unmarried,8,192,$75+,Post-undergraduate degree,21,No,Female,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
27,Unmarried,5,39,$25 - $49,High school degree,6,No,Male,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
36,Unmarried,1,103,$75+,College degree,10,No,Male,1,Yes,Yes,Yes,Yes,Does not know,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
23,Married,2,28,$25 - $49,College degree,0,No,Male,5,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
52,Unmarried,27,16,Under $25,Some college,0,No,Male,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
33,Married,12,59,$50 - $74,College degree,1,No,Male,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
18,Married,0,18,Under $25,High school degree,0,No,Female,4,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
36,Unmarried,16,44,$25 - $49,Did not complete high school,14,No,Female,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
48,Married,4,233,$75+,Some college,18,No,Male,6,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
37,Unmarried,18,68,$50 - $74,High school degree,15,No,Female,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
54,Unmarried,19,40,$25 - $49,High school degree,17,No,Male,3,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
37,Married,5,30,$25 - $49,Some college,7,No,Male,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
29,Unmarried,1,62,$50 - $74,High school degree,8,No,Male,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
29,Married,4,21,Under $25,Some college,5,No,Female,5,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
33,Married,6,20,Under $25,College degree,5,No,Male,6,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
21,Unmarried,1,29,$25 - $49,Some college,0,No,Female,4,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
49,Unmarried,24,26,$25 - $49,Did not complete high school,6,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
61,Married,17,61,$50 - $74,Did not complete high school,40,Yes,Female,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
31,Married,10,22,Under $25,High school degree,1,No,Female,4,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
51,Unmarried,12,50,$50 - $74,Did not complete high school,18,No,Male,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
54,Married,1,116,$75+,High school degree,14,No,Male,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
55,Married,18,73,$50 - $74,Did not complete high school,29,No,Male,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
41,Unmarried,6,80,$75+,Some college,6,No,Male,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
43,Married,24,99,$75+,College degree,12,No,Female,4,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
35,Married,3,40,$25 - $49,Some college,4,No,Female,2,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
29,Unmarried,4,18,Under $25,High school degree,0,No,Male,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
70,Unmarried,44,9,Under $25,High school degree,3,Yes,Male,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No
54,Unmarried,23,17,Under $25,Some college,4,No,Male,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
62,Unmarried,19,41,$25 - $49,Post-undergraduate degree,5,No,Male,2,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
33,Married,13,47,$25 - $49,Some college,10,No,Male,6,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
57,Unmarried,11,86,$75+,High school degree,32,No,Female,1,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
33,Married,0,42,$25 - $49,Did not complete high school,3,No,Male,5,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
41,Married,9,116,$75+,High school degree,23,No,Female,4,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
29,Married,0,66,$50 - $74,Some college,5,No,Male,4,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
54,Unmarried,26,31,$25 - $49,Some college,0,No,Male,1,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
55,Unmarried,1,34,$25 - $49,College degree,4,No,Female,4,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
39,Married,18,53,$50 - $74,High school degree,10,No,Male,4,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
58,Unmarried,25,31,$25 - $49,Did not complete high school,7,No,Male,1,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
35,Unmarried,14,33,$25 - $49,Post-undergraduate degree,7,No,Female,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No
50,Married,13,22,Under $25,High school degree,3,No,Male,3,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
37,Unmarried,0,40,$25 - $49,Did not complete high school,12,No,Male,4,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
58,Married,31,33,$25 - $49,High school degree,0,No,Female,2,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
61,Married,23,13,Under $25,College degree,32,Yes,Female,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
47,Married,14,45,$25 - $49,College degree,3,No,Male,2,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
35,Married,16,66,$50 - $74,College degree,12,No,Female,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
46,Unmarried,25,71,$50 - $74,Some college,14,No,Male,1,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
36,Unmarried,8,15,Under $25,High school degree,0,No,Female,1,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No
36,Married,3,22,Under $25,Did not complete high school,0,No,Female,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
53,Married,6,29,$25 - $49,Some college,4,No,Male,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
53,Unmarried,18,53,$50 - $74,Did not complete high school,10,No,Female,1,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
44,Unmarried,1,36,$25 - $49,High school degree,8,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
45,Unmarried,4,30,$25 - $49,High school degree,7,No,Female,1,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
63,Married,1,18,Under $25,High school degree,4,No,Male,3,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
41,Unmarried,12,45,$25 - $49,College degree,1,No,Male,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
29,Married,9,31,$25 - $49,College degree,5,No,Female,3,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
43,Married,3,45,$25 - $49,College degree,10,No,Male,2,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
36,Unmarried,7,18,Under $25,High school degree,15,No,Female,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
33,Unmarried,14,69,$50 - $74,High school degree,12,No,Male,1,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
24,Unmarried,4,16,Under $25,Some college,0,No,Male,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
59,Unmarried,9,88,$75+,College degree,9,No,Female,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
43,Married,16,172,$75+,Post-undergraduate degree,5,No,Female,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
28,Married,2,67,$50 - $74,Post-undergraduate degree,2,No,Female,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
43,Unmarried,3,34,$25 - $49,High school degree,1,No,Female,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
37,Unmarried,11,59,$50 - $74,College degree,9,No,Female,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
28,Married,0,36,$25 - $49,Did not complete high school,9,No,Male,4,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
65,Married,42,9,Under $25,Did not complete high school,9,Yes,Male,2,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No
43,Married,18,27,$25 - $49,High school degree,5,No,Female,2,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
30,Unmarried,6,48,$25 - $49,College degree,0,No,Male,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
22,Unmarried,2,25,$25 - $49,High school degree,4,No,Male,1,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
28,Unmarried,2,21,Under $25,Did not complete high school,2,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
56,Married,7,36,$25 - $49,Did not complete high school,6,No,Female,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
39,Married,13,38,$25 - $49,High school degree,3,No,Female,2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
43,Unmarried,16,55,$50 - $74,College degree,18,No,Male,2,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
36,Married,6,43,$25 - $49,High school degree,9,No,Female,2,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
48,Married,16,66,$50 - $74,Did not complete high school,16,No,Female,4,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
61,Unmarried,21,77,$75+,Did not complete high school,33,No,Female,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
28,Unmarried,3,16,Under $25,Did not complete high school,1,No,Male,1,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No
32,Unmarried,13,51,$50 - $74,College degree,5,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
53,Unmarried,27,57,$50 - $74,Did not complete high school,16,No,Female,1,No,No,Yes,No,Does not know,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
45,Unmarried,7,37,$25 - $49,Did not complete high school,4,No,Male,4,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
48,Married,27,45,$25 - $49,College degree,21,No,Male,2,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
28,Married,5,138,$75+,Some college,5,No,Male,6,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
48,Married,7,117,$75+,Some college,19,No,Male,2,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
26,Unmarried,1,35,$25 - $49,Did not complete high school,8,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
36,Married,10,23,Under $25,Did not complete high school,1,No,Male,6,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
21,Married,0,18,Under $25,High school degree,0,No,Male,4,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
47,Married,12,58,$50 - $74,High school degree,14,No,Female,3,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
43,Married,11,18,Under $25,Did not complete high school,1,No,Female,6,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
40,Married,15,28,$25 - $49,High school degree,5,No,Female,2,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
42,Unmarried,7,94,$75+,Did not complete high school,21,No,Female,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
29,Unmarried,2,35,$25 - $49,Some college,4,No,Male,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
37,Unmarried,4,58,$50 - $74,Post-undergraduate degree,4,No,Male,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
40,Married,21,110,$75+,High school degree,20,No,Male,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
58,Married,2,111,$75+,Did not complete high school,18,No,Female,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
49,Unmarried,22,143,$75+,Some college,20,No,Male,1,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
75,Unmarried,20,10,Under $25,Did not complete high school,21,Yes,Male,1,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No
32,Unmarried,3,25,$25 - $49,High school degree,5,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
56,Married,37,98,$75+,High school degree,21,No,Female,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
28,Unmarried,6,41,$25 - $49,Post-undergraduate degree,0,No,Male,1,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
54,Married,8,213,$75+,High school degree,26,No,Female,3,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No
48,Married,21,98,$75+,College degree,22,No,Female,5,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
32,Married,0,23,Under $25,College degree,0,No,Female,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
43,Unmarried,15,34,$25 - $49,College degree,2,No,Female,1,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
27,Unmarried,6,19,Under $25,Some college,0,No,Female,1,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
51,Unmarried,8,49,$25 - $49,Did not complete high school,21,No,Female,1,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No
40,Married,17,16,Under $25,Did not complete high school,0,No,Male,3,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
51,Married,25,205,$75+,Some college,19,No,Female,4,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
56,Married,10,94,$75+,Did not complete high school,23,No,Male,3,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
34,Married,11,31,$25 - $49,High school degree,2,No,Male,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
57,Unmarried,25,9,Under $25,College degree,25,Yes,Male,1,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No
51,Married,1,41,$25 - $49,Some college,13,No,Male,3,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
40,Unmarried,16,100,$75+,College degree,1,No,Female,1,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
22,Unmarried,3,14,Under $25,Some college,1,No,Male,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
