age,car,carcat,empcat,jobsat
60,17.5,Standard,Less than 5,Somewhat dissatisfied
63,6.4,Economy,5 to 15,Somewhat satisfied
39,43,Luxury,5 to 15,Somewhat satisfied
36,19.1,Standard,5 to 15,Somewhat dissatisfied
38,48.300000000000004,Luxury,5 to 15,Somewhat dissatisfied
45,21.400000000000002,Standard,5 to 15,Somewhat dissatisfied
50,90.10000000000001,Luxury,More than 15,Highly satisfied
34,21.5,Standard,5 to 15,Somewhat dissatisfied
26,10.200000000000001,Economy,Less than 5,Highly dissatisfied
49,29.200000000000003,Standard,Less than 5,Highly dissatisfied
40,24.1,Standard,Less than 5,Somewhat dissatisfied
64,5.1000000000000005,Economy,More than 15,Highly dissatisfied
52,56.6,Luxury,Less than 5,Somewhat satisfied
33,16.900000000000002,Standard,5 to 15,Somewhat satisfied
36,27,Standard,5 to 15,Somewhat dissatisfied
34,27.900000000000002,Standard,5 to 15,Neutral
49,47.300000000000004,Luxury,5 to 15,Highly satisfied
20,11,Economy,Less than 5,Highly dissatisfied
56,47.300000000000004,Luxury,More than 15,Somewhat satisfied
47,39.2,Luxury,5 to 15,Neutral
46,44.800000000000004,Luxury,More than 15,Neutral
39,38.2,Luxury,5 to 15,Neutral
51,43.1,Luxury,More than 15,Highly satisfied
46,71.7,Luxury,5 to 15,Somewhat dissatisfied
28,13.8,Economy,5 to 15,Neutral
32,8,Economy,Less than 5,Highly dissatisfied
63,15.5,Standard,More than 15,Highly satisfied
45,54.300000000000004,Luxury,5 to 15,Somewhat satisfied
56,77.2,Luxury,More than 15,Highly satisfied
60,16.6,Standard,5 to 15,Highly satisfied
24,8.700000000000001,Economy,Less than 5,Somewhat dissatisfied
55,48.5,Luxury,More than 15,Highly satisfied
52,20.700000000000003,Standard,5 to 15,Somewhat dissatisfied
51,62.1,Luxury,More than 15,Somewhat dissatisfied
62,10.5,Economy,5 to 15,Somewhat dissatisfied
33,11.600000000000001,Economy,5 to 15,Somewhat dissatisfied
40,43.5,Luxury,5 to 15,Highly satisfied
68,30.900000000000002,Luxury,More than 15,Neutral
30,24.400000000000002,Standard,5 to 15,Somewhat satisfied
35,17.8,Standard,Less than 5,Somewhat dissatisfied
56,84.4,Luxury,More than 15,Highly satisfied
27,26.3,Standard,Less than 5,Highly dissatisfied
45,18.2,Standard,5 to 15,Somewhat dissatisfied
57,56.7,Luxury,More than 15,Neutral
29,8.4,Economy,Less than 5,Highly dissatisfied
62,48.300000000000004,Luxury,More than 15,Neutral
61,90,Luxury,More than 15,Highly satisfied
34,8.5,Economy,Less than 5,Neutral
45,17.6,Standard,5 to 15,Somewhat satisfied
47,13.9,Economy,5 to 15,Somewhat satisfied
47,23.6,Standard,More than 15,Highly satisfied
39,30.200000000000003,Luxury,Less than 5,Highly dissatisfied
46,27.200000000000003,Standard,Less than 5,Neutral
46,45.6,Luxury,More than 15,Highly satisfied
32,16.1,Standard,5 to 15,Somewhat satisfied
51,17.1,Standard,5 to 15,Somewhat dissatisfied
54,69.8,Luxury,More than 15,Highly satisfied
25,30,Luxury,Less than 5,Highly dissatisfied
55,47.900000000000006,Luxury,More than 15,Somewhat satisfied
47,27,Standard,Less than 5,Highly dissatisfied
49,41.7,Luxury,More than 15,Somewhat dissatisfied
37,18.6,Standard,5 to 15,Highly satisfied
51,12.9,Economy,5 to 15,Somewhat satisfied
66,11.200000000000001,Economy,Less than 5,Neutral
24,17,Standard,Less than 5,Neutral
50,43.2,Luxury,More than 15,Neutral
39,31.900000000000002,Luxury,More than 15,Highly satisfied
29,14.9,Economy,5 to 15,Neutral
53,73.8,Luxury,More than 15,Somewhat dissatisfied
27,21.3,Standard,5 to 15,Somewhat dissatisfied
31,17.400000000000002,Standard,5 to 15,Highly dissatisfied
37,20.700000000000003,Standard,Less than 5,Highly dissatisfied
49,49.2,Luxury,More than 15,Neutral
45,33.800000000000004,Luxury,More than 15,Somewhat satisfied
39,11.9,Economy,5 to 15,Somewhat dissatisfied
52,23.700000000000003,Standard,5 to 15,Somewhat satisfied
33,22.1,Standard,5 to 15,Neutral
32,25.200000000000003,Standard,5 to 15,Somewhat dissatisfied
66,4.5,Economy,5 to 15,Highly satisfied
67,82.30000000000001,Luxury,More than 15,Somewhat satisfied
60,34.300000000000004,Luxury,More than 15,Highly dissatisfied
35,24.1,Standard,5 to 15,Highly dissatisfied
54,30,Luxury,Less than 5,Somewhat satisfied
32,10.200000000000001,Economy,Less than 5,Somewhat satisfied
56,53.5,Luxury,5 to 15,Highly satisfied
59,19.400000000000002,Standard,5 to 15,Highly satisfied
43,65.2,Luxury,5 to 15,Neutral
48,15.3,Standard,Less than 5,Highly dissatisfied
43,48.6,Luxury,More than 15,Highly satisfied
46,78.30000000000001,Luxury,More than 15,Somewhat satisfied
55,10.600000000000001,Economy,5 to 15,Somewhat satisfied
54,25,Standard,Less than 5,Somewhat dissatisfied
38,32.4,Luxury,Less than 5,Somewhat dissatisfied
23,12.100000000000001,Economy,Less than 5,Neutral
33,15.9,Standard,More than 15,Highly satisfied
58,72.4,Luxury,More than 15,Somewhat satisfied
29,15.5,Standard,Less than 5,Somewhat dissatisfied
47,12.9,Economy,Less than 5,Somewhat dissatisfied
38,14.5,Economy,Less than 5,Neutral
58,9,Economy,More than 15,Highly satisfied
47,16.8,Standard,Less than 5,Highly satisfied
39,26.1,Standard,5 to 15,Somewhat dissatisfied
21,15,Standard,Less than 5,Somewhat dissatisfied
27,17.8,Standard,5 to 15,Highly dissatisfied
36,12,Economy,5 to 15,Highly dissatisfied
39,25.900000000000002,Standard,5 to 15,Somewhat dissatisfied
56,56.7,Luxury,More than 15,Somewhat satisfied
26,11.5,Economy,Less than 5,Somewhat dissatisfied
63,67.2,Luxury,More than 15,Highly satisfied
46,36.7,Luxury,5 to 15,Highly satisfied
65,80.3,Luxury,More than 15,Somewhat satisfied
55,13.700000000000001,Economy,Less than 5,Highly dissatisfied
29,10.4,Economy,5 to 15,Somewhat dissatisfied
71,6.5,Economy,5 to 15,Somewhat satisfied
43,14.8,Economy,Less than 5,Neutral
39,22.400000000000002,Standard,5 to 15,Highly satisfied
31,8.8,Economy,Less than 5,Somewhat satisfied
39,15.700000000000001,Standard,Less than 5,Highly dissatisfied
29,11.100000000000001,Economy,5 to 15,Highly dissatisfied
32,25.8,Standard,5 to 15,Highly dissatisfied
53,51.800000000000004,Luxury,More than 15,Highly satisfied
50,41.6,Luxury,More than 15,Somewhat dissatisfied
34,8.9,Economy,Less than 5,Somewhat dissatisfied
24,8.4,Economy,Less than 5,Highly dissatisfied
32,15.100000000000001,Standard,5 to 15,Somewhat satisfied
32,13.600000000000001,Economy,Less than 5,Neutral
50,18.8,Standard,5 to 15,Somewhat satisfied
72,7.9,Economy,More than 15,Neutral
48,72.4,Luxury,More than 15,Highly satisfied
31,23,Standard,5 to 15,Highly dissatisfied
47,42.1,Luxury,Less than 5,Highly satisfied
38,48.5,Luxury,5 to 15,Highly satisfied
29,15.100000000000001,Standard,Less than 5,Highly dissatisfied
20,24.700000000000003,Standard,Less than 5,Neutral
35,30.700000000000003,Luxury,More than 15,Somewhat satisfied
40,12.3,Economy,5 to 15,Highly satisfied
62,20.5,Standard,5 to 15,Highly satisfied
45,54.300000000000004,Luxury,5 to 15,Somewhat dissatisfied
45,28.8,Standard,5 to 15,Neutral
32,18.8,Standard,5 to 15,Highly satisfied
57,66.7,Luxury,More than 15,Somewhat satisfied
27,16.2,Standard,Less than 5,Highly dissatisfied
39,37.6,Luxury,5 to 15,Neutral
59,64.2,Luxury,More than 15,Neutral
41,32.6,Luxury,More than 15,Neutral
27,15.3,Standard,Less than 5,Somewhat dissatisfied
49,13.5,Economy,Less than 5,Somewhat dissatisfied
49,18.1,Standard,Less than 5,Neutral
53,78.1,Luxury,More than 15,Highly satisfied
53,25,Standard,More than 15,Neutral
38,19.400000000000002,Standard,5 to 15,Neutral
24,19.1,Standard,Less than 5,Highly dissatisfied
45,56.1,Luxury,More than 15,Highly dissatisfied
28,12.600000000000001,Economy,5 to 15,Somewhat dissatisfied
35,31.8,Luxury,Less than 5,Highly satisfied
22,10.3,Economy,Less than 5,Highly dissatisfied
41,36.4,Luxury,5 to 15,Highly satisfied
36,19.6,Standard,Less than 5,Neutral
47,29.900000000000002,Standard,More than 15,Somewhat dissatisfied
28,12.5,Economy,Less than 5,Somewhat dissatisfied
41,20,Standard,Less than 5,Neutral
54,57.400000000000006,Luxury,More than 15,Somewhat dissatisfied
42,34.7,Luxury,More than 15,Highly satisfied
37,18.5,Standard,5 to 15,Somewhat dissatisfied
44,55.2,Luxury,More than 15,Neutral
29,15.4,Standard,Less than 5,Somewhat satisfied
37,17.3,Standard,5 to 15,Highly dissatisfied
21,8.9,Economy,Less than 5,Somewhat dissatisfied
33,13.8,Economy,Less than 5,Somewhat satisfied
54,16.2,Standard,More than 15,Somewhat satisfied
26,12.8,Economy,Less than 5,Somewhat satisfied
38,24.8,Standard,Less than 5,Highly dissatisfied
62,9,Economy,More than 15,Highly satisfied
31,8.3,Economy,Less than 5,Somewhat dissatisfied
66,11.5,Economy,More than 15,Highly satisfied
33,28,Standard,5 to 15,Somewhat dissatisfied
58,62.6,Luxury,More than 15,Somewhat dissatisfied
50,51.7,Luxury,More than 15,Highly satisfied
38,28,Standard,Less than 5,Highly dissatisfied
28,12.3,Economy,Less than 5,Highly satisfied
44,18.8,Standard,Less than 5,Highly dissatisfied
39,13.100000000000001,Economy,Less than 5,Somewhat dissatisfied
66,76,Luxury,More than 15,Highly dissatisfied
49,21.200000000000003,Standard,5 to 15,Somewhat satisfied
46,19.900000000000002,Standard,5 to 15,Somewhat satisfied
73,7.5,Economy,More than 15,Somewhat satisfied
34,25.700000000000003,Standard,5 to 15,Somewhat satisfied
29,16,Standard,Less than 5,Somewhat dissatisfied
32,8.9,Economy,Less than 5,Neutral
19,18.900000000000002,Standard,Less than 5,Highly dissatisfied
69,10.100000000000001,Economy,5 to 15,Highly satisfied
43,81.3,Luxury,More than 15,Highly satisfied
30,19.700000000000003,Standard,5 to 15,Neutral
42,12.200000000000001,Economy,Less than 5,Highly satisfied
38,45.6,Luxury,5 to 15,Neutral
43,50.800000000000004,Luxury,5 to 15,Neutral
40,10.3,Economy,Less than 5,Highly dissatisfied
56,34,Luxury,5 to 15,Highly satisfied
44,59.7,Luxury,5 to 15,Neutral
58,76.6,Luxury,More than 15,Highly satisfied
34,24.200000000000003,Standard,More than 15,Highly dissatisfied
50,41.5,Luxury,More than 15,Highly satisfied
54,66,Luxury,More than 15,Highly dissatisfied
55,28.3,Standard,5 to 15,Somewhat satisfied
28,11.700000000000001,Economy,Less than 5,Highly dissatisfied
40,12.700000000000001,Economy,Less than 5,Somewhat satisfied
42,85.5,Luxury,5 to 15,Neutral
30,13.5,Economy,Less than 5,Highly dissatisfied
50,25.3,Standard,More than 15,Somewhat satisfied
60,12,Economy,5 to 15,Highly satisfied
36,34.6,Luxury,5 to 15,Somewhat dissatisfied
43,61.7,Luxury,More than 15,Highly satisfied
46,14.5,Economy,Less than 5,Somewhat dissatisfied
43,34.4,Luxury,More than 15,Highly satisfied
31,27.3,Standard,5 to 15,Neutral
42,79.80000000000001,Luxury,More than 15,Neutral
49,54.400000000000006,Luxury,More than 15,Neutral
26,9.200000000000001,Economy,Less than 5,Somewhat dissatisfied
34,18.2,Standard,Less than 5,Neutral
25,10.4,Economy,Less than 5,Somewhat dissatisfied
41,16.6,Standard,Less than 5,Somewhat dissatisfied
30,12.100000000000001,Economy,Less than 5,Highly dissatisfied
36,39.5,Luxury,More than 15,Somewhat satisfied
50,82.60000000000001,Luxury,More than 15,Somewhat satisfied
34,34.2,Luxury,Less than 5,Highly dissatisfied
42,28.400000000000002,Standard,More than 15,Somewhat satisfied
37,23.1,Standard,Less than 5,Somewhat dissatisfied
59,35.800000000000004,Luxury,More than 15,Somewhat satisfied
52,18.400000000000002,Standard,5 to 15,Somewhat satisfied
26,8.9,Economy,Less than 5,Highly dissatisfied
49,82.10000000000001,Luxury,More than 15,Neutral
35,15.9,Standard,5 to 15,Somewhat satisfied
28,12,Economy,5 to 15,Somewhat dissatisfied
42,35.9,Luxury,More than 15,Neutral
48,14.200000000000001,Economy,5 to 15,Neutral
34,73.6,Luxury,5 to 15,Neutral
45,25,Standard,5 to 15,Highly dissatisfied
24,8,Economy,Less than 5,Highly dissatisfied
69,22,Standard,More than 15,Highly satisfied
24,12.8,Economy,5 to 15,Neutral
55,20.200000000000003,Standard,5 to 15,Somewhat dissatisfied
39,40.2,Luxury,5 to 15,Neutral
64,65.9,Luxury,More than 15,Somewhat satisfied
24,15.200000000000001,Standard,Less than 5,Highly dissatisfied
37,37.2,Luxury,Less than 5,Somewhat dissatisfied
30,11.5,Economy,5 to 15,Neutral
39,72.2,Luxury,5 to 15,Neutral
74,25.3,Standard,More than 15,Highly satisfied
66,75.10000000000001,Luxury,More than 15,Somewhat satisfied
39,54.900000000000006,Luxury,More than 15,Somewhat dissatisfied
37,14.4,Economy,5 to 15,Highly satisfied
43,13.8,Economy,Less than 5,Highly dissatisfied
32,13.5,Economy,5 to 15,Somewhat satisfied
28,10,Economy,Less than 5,Somewhat dissatisfied
64,74.3,Luxury,More than 15,Highly satisfied
39,43.6,Luxury,5 to 15,Somewhat dissatisfied
65,37.2,Luxury,5 to 15,Highly satisfied
43,31,Luxury,5 to 15,Somewhat satisfied
47,54.7,Luxury,5 to 15,Somewhat dissatisfied
59,10.100000000000001,Economy,5 to 15,Neutral
27,21.900000000000002,Standard,5 to 15,Highly satisfied
36,7.4,Economy,Less than 5,Highly dissatisfied
19,13.100000000000001,Economy,Less than 5,Highly dissatisfied
48,54.800000000000004,Luxury,More than 15,Somewhat satisfied
36,45.900000000000006,Luxury,Less than 5,Highly dissatisfied
53,60.6,Luxury,More than 15,Neutral
34,27.6,Standard,5 to 15,Somewhat satisfied
61,31,Luxury,5 to 15,Highly satisfied
37,32.7,Luxury,More than 15,Somewhat dissatisfied
53,75,Luxury,More than 15,Highly satisfied
38,37.6,Luxury,More than 15,Highly satisfied
33,16,Standard,Less than 5,Highly dissatisfied
40,16.400000000000002,Standard,Less than 5,Somewhat dissatisfied
26,10.8,Economy,Less than 5,Neutral
29,16.2,Standard,5 to 15,Neutral
37,30.700000000000003,Luxury,5 to 15,Highly satisfied
66,52.400000000000006,Luxury,More than 15,Highly satisfied
49,88.9,Luxury,More than 15,Highly satisfied
43,32.800000000000004,Luxury,5 to 15,Somewhat dissatisfied
40,15.100000000000001,Standard,Less than 5,Somewhat dissatisfied
45,16.6,Standard,5 to 15,Somewhat dissatisfied
69,10.5,Economy,More than 15,Highly satisfied
20,7,Economy,Less than 5,Highly dissatisfied
45,20.700000000000003,Standard,Less than 5,Somewhat dissatisfied
39,54,Luxury,More than 15,Somewhat dissatisfied
58,63.6,Luxury,More than 15,Highly satisfied
61,70.5,Luxury,More than 15,Highly satisfied
43,45.2,Luxury,More than 15,Neutral
39,15.8,Standard,5 to 15,Somewhat satisfied
28,18.2,Standard,5 to 15,Somewhat satisfied
55,74.7,Luxury,Less than 5,Neutral
45,17.400000000000002,Standard,5 to 15,Neutral
36,46.6,Luxury,More than 15,Highly satisfied
30,17.900000000000002,Standard,Less than 5,Highly dissatisfied
58,5.2,Economy,More than 15,Highly satisfied
48,65.3,Luxury,More than 15,Neutral
66,15,Standard,More than 15,Somewhat dissatisfied
23,9.4,Economy,Less than 5,Highly dissatisfied
40,10.8,Economy,Less than 5,Somewhat dissatisfied
56,14.4,Economy,Less than 5,Somewhat satisfied
51,63.800000000000004,Luxury,More than 15,Somewhat dissatisfied
44,37.7,Luxury,5 to 15,Somewhat satisfied
30,30.5,Luxury,5 to 15,Somewhat dissatisfied
26,12.9,Economy,5 to 15,Somewhat dissatisfied
27,12.700000000000001,Economy,Less than 5,Highly dissatisfied
21,11.3,Economy,Less than 5,Highly dissatisfied
51,35.6,Luxury,More than 15,Highly satisfied
46,12.200000000000001,Economy,Less than 5,Highly satisfied
49,23.5,Standard,5 to 15,Highly dissatisfied
31,11.4,Economy,Less than 5,Somewhat dissatisfied
70,36.9,Luxury,More than 15,Somewhat satisfied
66,29.700000000000003,Standard,Less than 5,Somewhat dissatisfied
67,74.1,Luxury,More than 15,Somewhat dissatisfied
45,50.7,Luxury,5 to 15,Somewhat dissatisfied
69,10.700000000000001,Economy,Less than 5,Highly dissatisfied
40,17.2,Standard,5 to 15,Highly dissatisfied
53,23.5,Standard,5 to 15,Highly dissatisfied
48,46.400000000000006,Luxury,More than 15,Highly satisfied
33,18.1,Standard,5 to 15,Highly satisfied
66,9.600000000000001,Economy,More than 15,Highly satisfied
36,15.700000000000001,Standard,Less than 5,Highly dissatisfied
61,10.8,Economy,Less than 5,Somewhat dissatisfied
39,33.2,Luxury,5 to 15,Highly dissatisfied
68,8.8,Economy,Less than 5,Somewhat dissatisfied
41,26.5,Standard,5 to 15,Highly satisfied
61,6.9,Economy,5 to 15,Neutral
49,74,Luxury,More than 15,Highly satisfied
71,24.1,Standard,5 to 15,Neutral
31,10.3,Economy,Less than 5,Highly satisfied
59,17.2,Standard,Less than 5,Neutral
58,6.6000000000000005,Economy,More than 15,Highly satisfied
45,13.5,Economy,5 to 15,Neutral
50,16.1,Standard,5 to 15,Neutral
34,37,Luxury,5 to 15,Neutral
64,7.300000000000001,Economy,More than 15,Highly satisfied
66,7.4,Economy,More than 15,Somewhat satisfied
44,25.400000000000002,Standard,More than 15,Somewhat satisfied
59,10.4,Economy,Less than 5,Highly dissatisfied
30,10.9,Economy,Less than 5,Somewhat dissatisfied
27,17.1,Standard,Less than 5,Somewhat dissatisfied
36,35,Luxury,5 to 15,Somewhat satisfied
29,24.5,Standard,5 to 15,Highly dissatisfied
37,17.7,Standard,5 to 15,Neutral
25,13,Economy,Less than 5,Neutral
33,26.200000000000003,Standard,Less than 5,Highly dissatisfied
36,17.3,Standard,5 to 15,Somewhat satisfied
31,14.4,Economy,5 to 15,Somewhat satisfied
41,35.9,Luxury,5 to 15,Highly dissatisfied
47,66.2,Luxury,More than 15,Highly satisfied
50,33.6,Luxury,More than 15,Highly satisfied
38,31.400000000000002,Luxury,5 to 15,Somewhat dissatisfied
51,30.700000000000003,Luxury,More than 15,Highly satisfied
47,24.200000000000003,Standard,5 to 15,Somewhat satisfied
52,14.700000000000001,Economy,5 to 15,Somewhat satisfied
68,64.3,Luxury,More than 15,Neutral
21,6.5,Economy,Less than 5,Highly dissatisfied
51,48.2,Luxury,5 to 15,Somewhat satisfied
40,17.6,Standard,Less than 5,Highly satisfied
45,8,Economy,Less than 5,Highly dissatisfied
71,8.4,Economy,More than 15,Somewhat satisfied
48,50.800000000000004,Luxury,More than 15,Highly satisfied
30,9.600000000000001,Economy,Less than 5,Neutral
43,44.2,Luxury,More than 15,Somewhat satisfied
31,20,Standard,Less than 5,Highly dissatisfied
23,9.5,Economy,Less than 5,Highly dissatisfied
24,9.9,Economy,5 to 15,Neutral
20,12,Economy,Less than 5,Somewhat dissatisfied
31,20.5,Standard,More than 15,Highly satisfied
48,69.5,Luxury,5 to 15,Somewhat satisfied
36,45.900000000000006,Luxury,5 to 15,Highly satisfied
30,16.2,Standard,Less than 5,Highly dissatisfied
44,22.8,Standard,5 to 15,Highly dissatisfied
41,25.400000000000002,Standard,5 to 15,Somewhat dissatisfied
36,54.800000000000004,Luxury,5 to 15,Somewhat satisfied
28,7.800000000000001,Economy,Less than 5,Highly dissatisfied
61,22.700000000000003,Standard,5 to 15,Highly dissatisfied
58,29.6,Standard,More than 15,Highly satisfied
59,82.5,Luxury,More than 15,Somewhat satisfied
30,11.5,Economy,Less than 5,Neutral
42,39.7,Luxury,More than 15,Highly satisfied
32,13.600000000000001,Economy,Less than 5,Somewhat dissatisfied
30,16.8,Standard,5 to 15,Somewhat satisfied
54,78.2,Luxury,More than 15,Neutral
49,26.5,Standard,More than 15,Highly satisfied
52,21.900000000000002,Standard,5 to 15,Neutral
52,84.30000000000001,Luxury,5 to 15,Somewhat satisfied
58,51.400000000000006,Luxury,More than 15,Somewhat satisfied
46,51.2,Luxury,Less than 5,Neutral
60,19.900000000000002,Standard,Less than 5,Highly dissatisfied
44,44.6,Luxury,5 to 15,Highly satisfied
46,22.5,Standard,More than 15,Somewhat satisfied
50,50,Luxury,More than 15,Highly dissatisfied
24,9,Economy,Less than 5,Neutral
32,17.3,Standard,Less than 5,Somewhat dissatisfied
59,63.400000000000006,Luxury,More than 15,Highly satisfied
50,67.7,Luxury,More than 15,Somewhat satisfied
42,12.100000000000001,Economy,5 to 15,Somewhat satisfied
51,32.2,Luxury,More than 15,Somewhat satisfied
47,12.100000000000001,Economy,5 to 15,Somewhat dissatisfied
51,18.2,Standard,5 to 15,Neutral
48,9.5,Economy,5 to 15,Highly dissatisfied
